Vertical 1,Vertical 2,Noticia (link),Etiqueta,Etiqueta específica,etiqueta 3,Región,Personalidad destacada,...9,Fecha,Diario,Si,Me gusta,Simpatía,Asombro,Diversión,Descreimiento,Tristeza,Enojo,Me importa,Likes,Comentarios...22,Compartidos,Interacciones,Cuerpo del Post,Cuerpo de la noticia,Comentarios...27,Link del comentario
Seguridad,,https://www.facebook.com/LaVoz.com.ar/posts/pfbid02bQgvvFyXVgnxkAL26LPQQ5zgWYVur4iL7423KiM4MxL77xE3ZFqnPyTQSayjTa2tl,Violencia  ,Ataque a complejo turístico,"Denuncian ""ataque mapuche""",Nacional,,,21/7/2022,La Voz del Interior,Si,18,0,1,0,2,3,60,1,,75,30,190," El hombre quedó con el 20% del cuerpo quemado. Horas después, encontraron una carta con las siglas “RAM”, una organización que ya realizó actos de vandalismo por la zona.
"," Supuesto ataque mapuche: balearon y le prendieron fuego al dueño de un complejo turístico
Encontraron una carta en el complejo turístico que atribuye la culpa al pueblo Mapuche.
Encontraron una carta en el complejo turístico que atribuye la culpa al pueblo Mapuche.
LO MÁS LEÍDO
Papá y mamá se las ingeniaron para darle a su hijo lo que pedía para las vacaciones de invierno. (Villa María Ya)
VIRAL
Ingenio de papá y mamá: su hijo les pidió una “Big Mac”, no la podían comprar y así lo resolvieron
1
Foto: captura pantalla
TV
Luciana Salazar finalmente contó la verdad detrás de su hija y el vínculo con Martín Redrado
2
Quini 6
CIUDADANOS
Quini 6: sorteo 2.977 de hoy miércoles 20 de julio, los números ganadores
3
Julián Vignolo
FÚTBOL
Tiene 15 años, es el goleador de inferiores y ya lo subieron al plantel profesional de Racing de Nueva Italia
4
Feriados 2022: ¿Cuántos fines de semana largos tendrá el calendario?
CIUDADANOS
Feriados 2022: el calendario completo
5
El hombre quedó con el 20% del cuerpo quemado. Horas después, encontraron una carta con las siglas “RAM”, una organización que ya realizó actos de vandalismo por la zona.

Redacción LAVOZ
Redacción LAVOZ
Jueves, 21 de julio de 202222:04 hs

Dos hombres encapuchados rociaron con nafta un complejo turístico de El Bolsón y a su dueño, Pablo Conti, y luego le prendieron fuego, de acuerdo con la denuncia de los damnificados. También robaron dinero y ocasionaron importantes daños. Se cree que fueron miembros del pueblo mapuche.

Los atacantes irrumpieron a la 1 de la madrugada en la habitación de los propietarios del paraje “Los Repollos”, y apuntaron al hombre con un arma. Luego de entregar su dinero, fue rociado con nafta: “Me rociaron en toda la parte izquierda y me prendí fuego. Me apagué con la vertiente, con el piso que tenía ahí. Estaba en calzoncillos, sin medias, sin zapatos y estaba todo lleno de vidrios. Cuando se iban, rompieron el vidrio de la camioneta, le tiraron nafta y la prendieron fuego. Después rompieron las garrafas, las prendieron fuego y explotaron”, expresó la víctima en Radio 3 Cadena Patagonia.

Conti continuó: “solo pedían plata, decían: ‘Te mato, te mato’, tiraron tiros al aire. Encontraron las vainitas de los plomos porque uno pegó contra la salamandra. Por el ruido que hizo fue un calibre 22″. Los hombres se llevaron $20.000.

La Falda. (Captura/©Google Street View)
La Falda: hallaron a una mujer tirada en la vereda con quemaduras graves
Antes de irse, los agresores provocaron destrozos en el vehículo particular de los dueños – un Renault Capture- con el que pretendían escapar, pero finalmente decidieron por provocarle graves roturas.

El propietario del complejo terminó en el quirófano con el 20% de su cuerpo quemado.

Por último, Conti exclamó: “A mí me quisieron matar, es un intento de asesinato, una persona que te tira nafta encima y prende fuego: me quiso matar. Creo que debería intervenir por lo menos Gendarmería”.

Pablo Conti, el dueño del complejo, terminó con el 20% de su cuerpo quemado.
Pablo Conti, el dueño del complejo, terminó con el 20% de su cuerpo quemado.
ATAQUE EN EL BOLSÓN: ENCONTRARON UNA CARTA DE LOS SUPUESTOS CULPABLES
Horas después, los dueños encontraron en el predio una nota que atribuía el ataque al pueblo mapuche, pero hasta ahora no se pudo confirmar quiénes fueron los culpables.

El escrito pide “libertad a los presos políticos” y apunta contra “contra el capitalismo winka -blanco-, la industria turística que usurpa la cordillera”.

La carta es similar a otras encontradas luego de vandalismos parecidos, como el ocurrido en el campamento vial de Bariloche.

Hospital de Niños. (Archivo/Ramiro Pereyra)
Morteros: exp", ,
Seguridad,Política,https://www.facebook.com/eldocetv/posts/pfbid02WQWzomeLpXRKU1MQz26b465iBVTPygSJ9pH84wzYaWZne5oizwoAePyna6syujszl,Violencia Institucional,Críticas a la formación y capacitación en la Policía de Córdoba,Habló el ministro Mosquera,Provincial,Alfonso Mosquera,Declaraciones Políticos,21/7/2022,ElDoceTv,Si,36,1,1,0,58,1,43,0,,194,10,344,"[AHORA] Mosquera habló sobre la crisis en la Policía de Córdoba
El ministro de Seguridad de la Provincia respondió a los cuestionamientos por las capacitaciones y protocolos en la fuerza.","El ministro Mosquera negó falta de formación policial y descartó su renuncia: “Ni lo sueñen”
El titular de Seguridad de la Provincia negó una interna en la fuerza y descartó nuevos cambios. Defendió las capacitaciones y los protocolos de actuación.
Por: El DoceJueves 21 de Julio de 2022
mosquera ministro de seguridad
Alfonso Mosquera habló en medio de la crisis de la Policía de Córdoba.
La Policía de la Provincia de Córdoba atraviesa una profunda crisis. El crimen de Jonatan Romo en la comisaría de La Falda, las fuertes críticas del desplazado jefe de Recursos Humanos, Julio Faría, y la carta que denuncia falencias en la Escuela de Suboficiales provocaron un temblor en Jefatura.

El ministro de Seguridad, Alfonso Mosquera, que ordenó el desplazamiento de tres altos jefes policiales, rompió el silencio y sostuvo que hubo fallas en los protocolos de actuación para detenidos con enfermedades mentales.

A casi dos semanas del crimen y tras la purga policial, Mosquera respondió a los cuestionamientos y sostuvo que es ""una falacia"" la falta de formación policial. Video:

Play Video
Escoltado por la jefa de Policía, Liliana Zárate Belletti, y el subjefe Ariel Lecler, manifestó que “la Policía tiene una formación acabada y profesional”. En ese sentido, enumeró el convenio de práctica de tiro y los polígonos virtuales desarrollados por la Universidad Tecnológica Nacional (UTN).

 + MIRÁ MÁS: La carta que denuncia graves falencias en la Escuela de Suboficiales de la Policía

“No hay ningún efectivo que porte el arma reglamentaria que no haya pasado por los estándares de aprobación de protocolos"", resaltó el funcionario provincial. Defendió a la Policía de la Provincia y afirmó que es una de las instituciones “mejores equipadas” del país.

jonatan-romo-detenido-muerto-la-falda

También refirió al protocolo de actuación en personas en crisis o bajo estupefacientes y dijo que “es claro y debe ser respetado”. “Jamás habré de borrar con el codo lo que escribí con la mano”, sentenció en diálogo con la prensa.

Sobre los dichos de Faría, recientemente desplazado, Alfonso Mosquera negó “categóricamente” las expresiones y dijo que “el proceso de formación es constante y continuo” y que ya modificaron los planes de estudio. 

Además, aclaró que no habrá cambios porque “ya se hicieron los cambios necesarios”. Y denunció  que “lamentablemente hay agentes de las grietas como en el resto del país”. Ante la consulta si existe una interna policial, apuntó: “De ninguna manera, descártelo”.

Sin renuncia

Mosquera se mostró desafiante ante los reclamos de la oposición para que presente su renuncia. ""Este ministro no va renunciar jamás. Quien reclama mi renuncia puede desgañitarse pidiéndola que no la va a tener. Por mis propias convicciones, temperamento y porque tengo una misión que me ha sido encomendada"", lanzó.

Ante la repregunta por las posibilidades de dejar su cargo, fue aún más contundente: ""Pero ni lo sueñen"".

jonatan-romo-crimen-policia-cordoba

El crimen de Romo en La Falda

El ministro de Seguridad explicó que inmediatamente ocurrido el hecho, tomó contacto con la fiscal Paula Kelm de Cosquín a cargo de la investigación.

En la comunicación, reveló que le manifestó la colaboración absoluta, al igual que lo hizo con otros fiscales que investigaron la participación de personal policial: “La Policía iba a ser una caja de cristal para determinar todos las responsabilidades penales que correspondan"".

Y resaltó que lo mismo hizo con el fiscal de feria Raúl Ramírez. “Hice lo propio y me mantuve en permanente contacto con él. Esa causa tiene seis efectivos detenidos"", agregó. Y cerró: ""Cuando interviene la Justicia, el otro poder del estado, en este caso el Ejecutivo, tiene que llamarse a silencio"".",,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid02q9V8Rgt73HTojvRRBAFRWA6wnZnpPiXZ3bL8bVZPQYmaCAEKBV7kmnrMrTBCEQrvl,Violencia Institucional,Críticas a la formación y capacitación en la Policía de Córdoba,,Provincial,,,21/7/2022,ElDoceTv,Si,89,3,4,0,38,2,13,1,,128,18,296,"Llaman a capacitación al personal policial
La convocatoria fue realizada por el nuevo jefe de Recursos Humanos. La explicación del Ministerio de Seguridad.","La medida del nuevo jefe de Recursos Humanos de la Policía tras el crimen en La Falda
Convocó al personal de la fuerza a una capacitación obligatoria de una semana. El Ministerio de Seguridad aseguró que forma parte de los ""ciclos de formación dictados durante todo el año"".
Por: Maxi ClaveroJueves 21 de Julio de 2022
central policia cordoba
La muerte en la comisaría de La Falda provocó cambios en el área de formación policial.
El crimen policial de Jonatan Romo en La Falda sacudió a la conducción de la fuerza de seguridad en Córdoba. El pase a retiro del director de Recursos Humanos, Julio Faría, fue uno de los cambios de mayor impacto.

Tras comunicarse su apartamiento, Faría señaló falencias en la formación que reciben los efectivos de la institución. Los cuestionamientos fueron rechazados por el ministro de Seguridad, Alfonso Mosquera.

Con la renovación en Recursos Humanos, ElDoce.tv accedió a la convocatoria que hizo esta semana el nuevo jefe, Esteban Barizone. Convocó desde el miércoles 20 de julio a personal policial a una capacitación obligatoria de una semana.

+ MIRÁ MÁS: El ministro Mosquera negó falta de formación policial y descartó su renuncia: “Ni lo sueñen”

Desde el Ministerio de Seguridad explicaron a ElDoce.tv que es un ""asunto de carácter administrativo"" y afirmaron que forma parte de ""los ciclos de formación dictados durante todo el año"".

Aseguraron que el programa se lanzó el 20 de mayo y que no está relacionado ""con ningún acontecimiento de estos días"".

+ FOTO: la convocatoria para todo el personal policial:



Tiene como finalidad ""incorporar conceptos generales y específicos"" sobre la ley de Control Disciplinario. Corresponde a una normativa sancionada en 2020 y reglamentada el año pasado, con disposiciones internas. La notificación estuvo dirigida desde comisarios mayores hasta agentes. 

La capacitación es dictada de manera virtual, a través del sitio oficial de la Policía de Córdoba.

Derivaciones del caso Romo

El crimen de La Falda puso en la mira la formación de los efectivos policiales. Como consecuencia de la muerte de Romo, además de Faría, el Ministerio de Seguridad pasó a retiro a Marcos Manrique, el comisario inspector que se desempeñaba en la dirección de Entrenamiento Profesional.

Además desplazaron al comisario Diego Bracamonte como titular de la Departamental Punilla Norte.

La cartera de Seguridad consideró que hubo faltas graves en el cumplimiento del protocolo de actuación para casos de personas con enfermedad mental.",,
Seguridad,Política,https://www.instagram.com/p/CgRtavrMkTR/,Violencia Institucional,Críticas a la formación y capacitación en la Policía de Córdoba,Habló el ministro Mosquera,Provincial,Alfonso Mosquera,Declaraciones Políticos,21/7/2022,Instagram-ElDoceTv,Si,,,,,,,,,2159,341,,2500,"La defensa de Mosquera a la Policía 🤔

⭕ La muerte de Jonatan Romo a manos de los policías que lo detuvieron en La Falda, puso a la Fuerza en la mira. Luego, el ex director de Recursos Humanos de la Policía de Córdoba -echado por este caso- tiró más leña al fuego, realizando un duro cuestionamiento a la capacitación.

😳 ""Las predicciones que tengo sobre las estadísticas de destreza policial, inclusive en el área cognitiva, es que estamos en problemas"", reveló el martes Julio Faría en #TelenocheCordoba.

🗣 Sin embargo, el ministro de Seguridad provincial tiene una versión completamente diferente. Alfonso Mosquera negó falencias en la capacitación policial: ""La Policía de la Provincia de Córdoba tiene una formación profesional muy acabada"".

➡️ La nota completa con su declaración en nuestra web, eldoce.tv (link en bio)

#Policia #Cordoba #Inseguridad #eldoce",,,
Seguridad,Política,https://www.facebook.com/Cadena3Argentina/posts/pfbid02pDY4kogYGXGqBsbnT25EYWd4St2m2rfTyk5nbxTwZduC8dDPShwBWNxGbH4HfLoSl,Violencia Institucional,Críticas a la formación y capacitación en la Policía de Córdoba,Habló el ministro Mosquera,Provincial,Alfonso Mosquera,Declaraciones Políticos,21/7/2022,Cadena 3,Si,20,0,3,0,30,0,28,0,,108,8,197,"El ministro de Seguridad de Córdoba dijo a Cadena 3 que son ""una falacia absoluta"", las acusaciones que ponen en tela de juicio al conjunto de la Policía","Mosquera descartó renunciar y defendió la formación policial
El ministro de Seguridad de Córdoba dijo a Cadena 3 que son ""una falacia absoluta"", las acusaciones que ponen en tela de juicio al conjunto de la Policía.

21/07/2022 | 11:11

Redacción Cadena 3

  

AUDIO: Mosquera descartó renuncia y defendió la formación policial

‹›

El ministro de Seguridad de Córdoba, Alfonso Mosquera, descartó de plano su renuncia y en diálogo con Cadena 3 sostuvo que son ""una falacia absoluta""  las acusaciones sobre deficiencias en el entrenamiento de la Policía provincial.

""Se han suscitado situaciones que me resultan incomprensibles: se puso en tela de juicio, en una generalización, al conjunto de la Policía de Córdoba. Es una falacia absoluta"", señaló.

El funcionario negó las declaraciones que reflejaban falta de insumos para el entrenamiento y aseguró que la Policía de la Provincia tiene ""una formación profesional muy acabada"".

El desplazado jefe de Recursos Humanos y Formación Profesional, Julio César Faría, denunció graves falencias al interior de la fuerza de seguridad, donde dio cuenta de que cuatro de cada 10 policías no superan las pruebas de tiro, que más del 60 por ciento no logra el apto físico.

Mirá también

Audio
Violencia policial

La Policía no tiene polígono, pista ni pileta para entrenar
Además, había remarcado que la principal institución de seguridad de la provincia no cuenta con recursos básicos como un polígono propio, una pista de atletismo o una pileta de natación.

""Siempre hay que afrontar desafíos, por eso tenemos dos polígonos digitales, que se usan también en otras fuerzas de país, y un convenio con el Tiro Federal"", argumentó Mosquera.

Al ser consultado sobre si estos recursos eran suficientes para lograr un entrenamiento efectivo de la fuerza, dijo: ""Por supuesto que alcanza"".

""Estas son expresiones de los agentes de la grieta. Este ministro no va a renunciar a sus responsabilidades"", concluyó. 

Informe de Fernando Barrionuevo ",,
Política,,https://www.facebook.com/eldocetv/posts/pfbid0qtdDYCYM28bRYhmiNfxEth46H5Wy9gsTeoJr7B9weWEgXZcUj1LAqiWFifqwVLFRl,Violencia Institucional,Críticas a la formación y capacitación en la Policía de Córdoba,Luis Juez pidió la renuncia de Mosquera,Provincial,Luis Juez - Alfonso Mosquera,Declaraciones Políticos,21/7/2022,ElDoceTv,Si,872,104,4,0,131,0,10,7,,414,48,1590,"“El peor ministro de Seguridad de los últimos 24 años”
Luis Juez pidió la renuncia de Alfonso Mosquera, quien está al frente de la cartera Seguridad de Córdoba.","Juez pidió la renuncia de Mosquera: “Es un terrible inútil”
El senador nacional de Juntos por el Cambio le salió al cruce al ministro, tras sus últimas declaraciones. Las críticas se dieron en el marco de los cambios dentro de la Policía, impulsados tras el crímen de La Falda.
Por: El DoceJueves 21 de Julio de 2022
juez-criticas-mosquera
Juez no tuvo reparos en sus reproches contra el ministro de Seguridad.
“Le digo al gobernador (Juan) Schiaretti, a quien no tengo nada que reprocharle: sáquese a (Alfonso) Mosquera de encima, que le va a dar muchos dolores de cabeza”. Esta fue una de las contundentes frases que dejó el senador nacional, Luis Juez, en su paso por Telenoche. 

El dirigente apuntó contra el ministro de Seguridad de la provincia, después de que esté descartara la posibilidad de renunciar a su cargo. Las críticas se enmarcan en el delicado contexto que atravisa a la Policía, tras el asesinato de Jonatan Romo.

El crímen que ocurrió en La Falda, y que investiga a varios oficiales por homicidio culposo y violencia policial, sacudió a la institución. Cabe recordar que el incidente llevó a que la jefa de la entidad, Liliana Zárate Belletti, separara a Julio Faría (exdirector general de Recursos Humanos) de su cargo. 

“Un terrible inútil""

Juez no tuvo reparos en sus reproches contra Mosquera, a quien catalogó como “un terrible inútil” y “el peor ministro de Seguridad de los últimos 24 años”. El político fue un paso más allá al asegurar que los cordobeses “estamos pagando con la vida de nuestros hijos”.

+ MIRÁ MÁS: La medida del nuevo jefe de Recursos Humanos de la Policía tras el crimen en La Falda

“Es un tipo que no está preparado, que no está formado, que no está instruido y que lo único que le interesa es salvarse el traste”, remarcó. E incluso insinuó su complicidad con algún caso de corrupción, al decir que dirigentes “lo vivien cubriendo”. En línea con eso último, agregó: “No se qué sabe o qué tan importante es para el Gobierno provincial, que lo protejan de la manera más abusiva, alarmante y obscena”.

Gobierno provincial

El representante de Juntos por el Cambio también aprovechó el espacio para quejarse del rol del jefe del Ejecutivo local. “Le pregunto al gobernador Schiaretti cuántos pibes más, cuántos de nuestros hijos, se tienen que morir en Córdoba, para que se de cuenta que la seguridad en Córdoba es un espanto”, sentenció. 

A su vez, catalogó a la formación de los efectivos policiales como de “bajísima calidad” y acusó a Hacemos por Córdoba de hacer de esta institución un espacio para impulsar “carreras políticas partidarias” en lugar de “carreras policiales”.

+ VIDEO: La palabra de Luis Juez en Telenoche:

",,
Economía y Situación Social,,https://www.instagram.com/p/CgSmfdNOFLW/,Gestiones culturales,Red de Gestión Cultural Pública,"Asistencia, capacitación y ayuda para el desarrollo de acciones coordinadas",Provincial,,,21/7/2022,Instagram-ElResaltador,Si,,,,,,,,,76,0,,76,"Oportunidad para gestores culturales

🗓️ Con reuniones que se realizan todos los martes en la @legislaturacba , la Red propone la asistencia, capacitación, y ayuda para el desarrollo de acciones coordinadas por gestores culturales tanto del ámbito público como privado.

👉🏽 A principios de mes, se realizó la primera reunión presencial luego de la pandemia. Más de un centenar de representantes de la Red fueron recibidos por el vicegobernador @manuelcalvocba .

✅ En el encuentro, se evaluó el trabajo realizado durante los dos últimos años y se trazó metas hasta 2023.

➕ La @red_de_gestion_cultural invita a gestores culturales de toda la Provincia a participar, teniendo como base el compromiso del trabajo en red, el respeto y la solidaridad por el trabajo territorial que se ejerce en cada localidad.

Para más información, enviá un mail a gestinculturalpublica@gmail.com",,,
Random,,https://www.facebook.com/LaVoz.com.ar/posts/pfbid02y7E6MoYL2Yk4bUnKRrnyHQSXmqLduo5S6ipf696L7VC5mM83vw77mg52egUxsxbil,Infancias,Topa hablo sobre los videos secualizados de Tini,,Nacional,,,22/7/2022,La Voz del Interior,Si,409,52,0,0,12,0,1,2,,113,11,600, Topa dijo que de videos como los de Tini Stoessel tienen impacto en niños muy pequeños y son para otra edad.," Topa habló sobre la influencia de los “videos sexualizados” de Tini en los más pequeños
Diego Topa
Diego Topa
LO MÁS LEÍDO
Foto: captura pantalla
TV
Luciana Salazar finalmente contó la verdad detrás de su hija y el vínculo con Martín Redrado
1
El que era el restaurante del Hotel Yolanda vuelve a abrir sus puertas con nuevo nombre: Pietro.
COMER Y BEBER
El restaurante histórico que reabrió luego de dos años (y otras noticias de gastronomía)
2
La ley y el orden
TV
Asesinaron a un miembro del equipo de la “Ley y el orden” en pleno set
3
Fabián Cubero rompió el silencio y desautorizó a Mica Viciconte en su pelea con Nicole Neumann
TV
Fabián Cubero rompió el silencio y desautorizó a Mica Viciconte en su pelea con Nicole Neumann
4
Foto: captura pantalla.
MIRÁ
El posteo de Rodrigo De Paul tras la polémica con su ex que lo podría dejar sin Mundial
5
Dijo que de videos como los de Tini Stoessel tienen impacto en niños muy pequeños y son para otra edad.

Redacción VOS
Redacción VOS
Jueves, 21 de julio de 202219:57 hs

El miércoles el animador infantil Topa estuvo como invitado de Carmen Barbieri en su programa Mañanísima.

El expersonaje de Disney es un referente en el entretenimiento de las infancias y al pasar por el ciclo de Barbieri fue consultado por Pampito sobre qué mensaje dar sobre el tema del bullying.

“Está bueno poder hablar de estos temas porque el bullying está a flor de piel y los más chiquititos no saben que están haciendo bullying. Desde la escuela y desde la familia hay que acompañar y mostrarle que esas cosas están mal porque ellos no se dan cuenta”, empezó diciendo.

Luego dijo que notaba algunos cambios en las infancias actuales en comparación con las de hace muchos años y advirtió que gran parte de esos cambios son por las tecnologías.

“A veces también te pasa que ves tienen reacciones que no ves en casa capaz lo ven en YouTube. Los chicos de hoy tienen más acceso que nosotros que jugábamos en la plaza”, dijo sobre la explosión a las pantallas.

QUÉ DIJO TOPA SOBRE LOS VIDEOS DE TINI STOESSEL
El animador agregó: “A veces hay videos donde están bailando chicas o chicos, ponele canciones de Tini, ¡que son espectaculares! Pero los más chicos se empiezan a vestir de una manera que no sé si está bueno, muy sexualizados. No está bueno y lo re noto”.

“Estaría bueno poder pedirle a YouTube que ponga un rango de edad por algoritmo de dos a cuatro años, porque hay videos para ver a esa edad”, agregó y dijo que es un peligro porque los más chicos también manejan la tablet y es muy dificil ponerle filtros.

A lo que Barbieri agregó: “Está bien que los chicos escuchen a Tini pero los movimientos del baile y la forma de vestir no son para nenes de 3 años”. La nota completa con Topa se puede ver en el siguiente link de YouTube.", ,
Economía y Situación Social,,https://www.facebook.com/LaVoz.com.ar/posts/pfbid02KPy1Ymi6eDHh3ciYAiGeNXB25PpfUFvDzPxpLYics4yxB6q5iqP5vmAUMFQoBt3el,Ley de Identidad de género,Identidades no binarias ,Rectificación de documentos ,Nacional,,,22/7/2022,La Voz del Interior,Si,16,2,3,0,146,3,22,0,,83,2,277,"  De cuerdo a los datos del Renaper, ya son 528 las personas que accedieron a la rectificación de su documento con la nomenclatura X."," Identidades no binarias: a un año del decreto una persona por día solicita el cambio de DNI
El Decreto 476/2021 estableció el 21 de julio de 2021 la posibilidad de rectificar la nomenclatura en el apartado ""sexo"" con una ""X"".
El Decreto 476/2021 estableció el 21 de julio de 2021 la posibilidad de rectificar la nomenclatura en el apartado ""sexo"" con una ""X"".
LO MÁS LEÍDO
Papá y mamá se las ingeniaron para darle a su hijo lo que pedía para las vacaciones de invierno. (Villa María Ya)
VIRAL
Ingenio de papá y mamá: su hijo les pidió una “Big Mac”, no la podían comprar y así lo resolvieron
1
Foto: captura pantalla
TV
Luciana Salazar finalmente contó la verdad detrás de su hija y el vínculo con Martín Redrado
2
Quini 6
CIUDADANOS
Quini 6: sorteo 2.977 de hoy miércoles 20 de julio, los números ganadores
3
Julián Vignolo
FÚTBOL
Tiene 15 años, es el goleador de inferiores y ya lo subieron al plantel profesional de Racing de Nueva Italia
4
Feriados 2022: ¿Cuántos fines de semana largos tendrá el calendario?
CIUDADANOS
Feriados 2022: el calendario completo
5
De cuerdo a los datos del Renaper, ya son 528 las personas que accedieron a la rectificación de su documento con la nomenclatura X.

Redacción LAVOZ
Redacción LAVOZ
Jueves, 21 de julio de 202223:58 hs

El Ministerio del Interior informó este viernes que al menos una persona por día solicita la rectificación de su DNI con la nomenclatura X, para identificar su identidad no binaria a un año de la implementación del decreto presidencial que dispuso el acceso a este derecho.

El Decreto 476/2021 dispuso que el Registro Nacional de las Personas (Renaper) “deberá adaptar las características y nomenclaturas de los DNI y de los Pasaportes que emite, con exclusividad, con el fin de dar cumplimiento a lo establecido en la Ley Nº 26.743″, en referencia a la ley de Identidad de Género aprobada en la Argentina el 24 de mayo de 2012.


De acuerdo a datos difundidos por Interior en su cuenta oficial de Twitter, desde la entrada en vigencia del decreto, 528 personas accedieron a la rectificación de su DNI con la nomenclatura X.

Esta cifra representa el 20,8% del total de cambios registrales realizados en el último año. Otro dato aportado por al organismo es que el 55,5% de las personas que accedieron al derecho tienen entre 19 y 29 años.

La mayoría de las rectificaciones se hicieron en provincia de Buenos Aires (43%), Ciudad de Buenos Aires (20,8%), Mendoza (5,1%), Neuquén (4,2%), Córdoba (3,8%) y Santa Fe (3,4%).

IDENTIDAD DE GÉNERO. La ley se sancionó el 9 de mayo de 2012.
Identidad: cómo es el trámite para cambiar el género en el DNI
El Registro Nacional de las Personas (Renaper), elaboró un tablero con la información sobre la tramitación del DNI para personas no binarias, el cual es de acceso público y se encuentra disponible de manera digital en este enlace.

En tanto, en la misma red social, el Ministerio de las Mujeres, Géneros y Diversidad, recordó que la nomenclatura X en el campo ‘sexo’ que debe completarse en el DNI o pasaporte comprende las acepciones: no binaria, indeterminada, no especificada, indefinida, no informada, autopercibida, no consignada; u otra acepción con la que pudiera identificarse la persona que no se sienta comprendida en el binomio masculino/femenino.

", ,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid0zoqzojtHJ5QhZjsrNmXHduuCNDT44NygPkNFztTnTa5Gyst7MEnLYB43St6WTd7bl,Violencia,Pelearon a la salida del boliche y quedó con muerte cerebral,Alta Gracia,Provincial,,,22/7/2022,ElDoceTv,Si,106,1,6,0,0,307,4,0,,41,78,543,"  ""No hay consuelo""
El padre del joven asesinado a la salida de un baile en Alta Gracia afirmó que hubo una amenaza previa. Junto a la abuela de la víctima pidieron justicia. ""Que no haya nunca más otro Joaquín"", expresó la mujer."," El padre de Joaquín González afirmó que el joven fue amenazado una semana antes
Marcelo contó en Arriba Córdoba un episodio registrado previo a la pelea fatal del último fin de semana. La abuela de la víctima pidió respuestas a las autoridades. ""Son muchos jovencitos que se nos están yendo"", lamentó.
Por: El DoceViernes 22 de Julio de 2022
padre joaquin gonzalez
El padre y la abuela de Joaquín reclamaron justicia. Foto: Luchi Ybáñez/El Doce.
El crimen de Joaquín González (19) a la salida de un baile en Alta Gracia provocó un profundo dolor en su familia, que este viernes encabezará una marcha para pedir justicia. El padre de la víctima reveló que la semana pasada el joven fue amenazado.

""Este chico lo había buscado en otro boliche y lo había amenazado"", indicó en Arriba Córdoba Marcelo González acerca del supuesto episodio previo con Yoel Heredia (18), el chico que está detenido por el homicidio. El padre agregó que en ese caso Joaquín se subió a un taxi con su novia y se retiró.

Durante la madrugada del último domingo se desencadenó una pelea a la salida de un baile. En esa ocasión Joaquín sufrió un fuerte golpe en la cabeza que le provocó la muerte.

+ MIRÁ MÁS: Habló un amigo de Joaquín González que participó de la pelea fatal en Alta Gracia

""Busques por donde busques no hay consuelo"", expresó González al describir este momento como ""desgarrador"".

Por su parte, Roxana Olmedo, la abuela de la víctima, reclamó respuestas a las autoridades. ""Pido justicia por mi nieto, que cambien las leyes para que no exista nunca más otro Joaquín"", sostuvo. ""Son muchos jovencitos que se nos están yendo"", añadió.

+ VIDEO: los testimonios del padre y la abuela de Joaquín:

Play Video
El joven de 19 años murió en las primeras horas del lunes, luego de haberle diagnosticado muerte cerebral. En un principio los investigadores señalaron que el joven recibió un piedrazo pero este jueves descartaron esa hipótesis.

A partir de testimonios e imágenes de las cámaras de seguridad, el fiscal Alejandro Peralta Otonello analiza qué le ocasionó el golpe letal a González.

Heredia, el único imputado por el hecho, se encuentra detenido en Bouwer desde el lunes, después de entregarse ante la fiscalía. Está acusado de homicidio simple.

¿TE GUSTÓ LA NOTA?
", ,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid0ZqcNsPz42T23NzhCXrnq9gKZceVPLUsPfimZFikzWzxt5rNwoYks9uGW1ujWTjwcl,Maltrato Infantil,Rescatan dos hermanos de departamento,Río Cuarto,Provincial,,,22/7/2022,ElDoceTv,Si,90,0,8,0,0,76,63,0,,19,23,279," Estaban solos y encerrados bajo llave
Dos hermanitos fueron rescatados de un departamento en Río Cuarto. Los policías entraron por una ventana."," Rescataron a dos hermanitos de un departamento en Río Cuarto
Los niños de 2 y 5 años habían quedado solos, encerrados bajo llave. Ingresaron por una ventana para asistirlos.
Por: El DoceViernes 22 de Julio de 2022
rescate nenes rio cuarto
Rescatistas de la Policía tuvieron que entrar por la ventana del departamento.
Dos hermanitos fueron rescatados por la Policía luego del llamado de un vecino que alertó que estaban solos y encerrados bajo llave. El operativo se desarrolló entre las últimas horas del jueves y los primeros minutos de este viernes en Río Cuarto.

Personal de Unidades de Alto Riesgo (Duar) tuvo que ingresar con escalera por una ventana del departamento en el que se hallaba un niño de 2 años y una niña de 5.

El procedimiento se desarrolló en un complejo ubicado en la esquina de Presidente Perón y Joaquín V. González, en barrio Alberdi. Fuentes policiales explicaron que los pequeños viven en el lugar con la madre, quien ""se había ausentado en horas tempranas del jueves"".

+ MIRÁ MÁS: El padre de Joaquín González reveló que el joven fue amenazado una semana antes

Con intervención de la Secretaría de Niñez, Adolescencia y Familia (Senaf), autoridades judiciales dispusieron que los rescatistas entraran al lugar y retiraran a los menores.

Los niños quedaron bajo la tutela de la abuela materna, señalaron las fuentes.

", ,
