Vertical 1,Vertical 2,Noticia (link),Etiqueta,Etiqueta específica,etiqueta 3,Región,Personalidad destacada,...9,Fecha,Diario,Si,Me gusta,Simpatía,Asombro,Diversión,Descreimiento,Tristeza,Enojo,Me importa,Likes,Comentarios...22,Compartidos,Interacciones,Cuerpo del Post,Cuerpo de la noticia,Comentarios...27,Link del comentario
Seguridad,,https://www.instagram.com/p/Cfu9cBwsrAT/?hl=es,Robo ,Alerta por robos en B° Urca,,Municipal,,,7/7/2022,Instagram-LaVoz,Si,,,,,,,,,926,47,,973,"  En barrio Urca, al noroeste de la ciudad Córdoba, los vecinos están preocupados. Motivos les sobran.

► Un grupo reunido en la plaza del Encuentro comenta que en los últimos tres meses aumentaron los episodios de arrebatos, robos e incluso asaltos en el sector. En las últimas semanas, algunos robos contra vehículos y domicilios encendieron el alerta.

► Los delincuentes circulan por el barrio con absoluta impunidad y usan diferentes artimañas para bajar la guardia de los vecinos y así poder atacar.

► Los hechos ocurren fundamentalmente a la tarde y noche: cuando muchas y muchos frentistas vuelven a sus hogares. Los habitantes del sector sienten que son objeto de un trabajo de inteligencia.

#Córdoba #Inseguridad #Robos #Barrios
13 h
Foto del perfil de laurisorme
laurisorme
En qda de las rosas tambie","  En barrio Urca, al noroeste de la ciudad Córdoba, los vecinos están preocupados. Motivos les sobran.

► Un grupo reunido en la plaza del Encuentro comenta que en los últimos tres meses aumentaron los episodios de arrebatos, robos e incluso asaltos en el sector. En las últimas semanas, algunos robos contra vehículos y domicilios encendieron el alerta.

► Los delincuentes circulan por el barrio con absoluta impunidad y usan diferentes artimañas para bajar la guardia de los vecinos y así poder atacar.

► Los hechos ocurren fundamentalmente a la tarde y noche: cuando muchas y muchos frentistas vuelven a sus hogares. Los habitantes del sector sienten que son objeto de un trabajo de inteligencia.

#Córdoba #Inseguridad #Robos #Barrios
13 h
Foto del perfil de laurisorme
laurisorme
En qda de las rosas tambie", ,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid0n863HCAQQAYNZHw4MWPEmqCvKhnFRdcP8iHWnnsq8af7brxeqZtod3H4V5TQ7FB3l,Robo,Muere de un infarto al ver a ladrones incendiar su verdulería,Rosario,Nacional,,,7/7/2022,ElDoceTv,Si,190,0,20,0,1,776,314,2,,95,54,1452," Tragedia total
El hombre de 70 años se descompensó cuando se prendía fuego el local y no pudieron reanimarlo."," Murió de un infarto al ver a ladrones incendiar su verdulería
Ocurrió en Rosario. El hombre de 70 años se descompensó mientras veía como su pequeño local se prendía fuego.
Por: El DoceJueves 07 de Julio de 2022
infarto-incendio-verduleria
Conmoción en Rosario.
Un comerciante de 70 años falleció de un infarto al ver a delincuentes incendiar su pequeño local en la zona sudoeste de Rosario. Según fuentes policiales, intentaron prender fuego su verdulería y se descompensó.

Todo indica, según las primeras investigaciones, que alguien arrojó un artefacto explosivo, una bomba molotov, por la ventana del negocio. Tras la descompensación, policías y bomberos trataron de reanimarlo, pero no pudieron.

La propagación del fuego fue detenida por los bomberos voluntarios, pero en el barrio se multiplicaron los reclamos frente a la demora del personal del Sistema Integrado de Emergencias Sanitarias.

+ MIRÁ MÁS: Pidieron prisión perpetua para el acusado por el femicidio de Karina Bustos

Algunos testigos afirmaron que tardaron una hora hasta que llegaron al lugar. En el negocio se vendían productos de almacén, panificación y verdulería. Se aguarda el resultado de las pericias para definir cómo sigue la investigación del principio de incendio.

¿TE GUSTÓ LA NOTA?
", ,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid0nFjZFZC8aosusiMjm9ddzvB5m8WXD3hwYpbKjf1iwRJRTCQTafxnRzm28AqXYX7Al,Robo,Muere de un infarto al ver a ladrones incendiar su verdulería,Rosario,Nacional,,,8/7/2022,ElDoceTv,Si,311,0,29,0,1,1000,486,3,,121,80,2031,"Tragedia total
El hombre de 70 años se descompensó cuando se prendía fuego el local y no pudieron reanimarlo.","Murió de un infarto al ver a ladrones incendiar su verdulería
Ocurrió en Rosario. El hombre de 70 años se descompensó mientras veía como su pequeño local se prendía fuego.
Por: El DoceJueves 07 de Julio de 2022
infarto-incendio-verduleria
Conmoción en Rosario.
Un comerciante de 70 años falleció de un infarto al ver a delincuentes incendiar su pequeño local en la zona sudoeste de Rosario. Según fuentes policiales, intentaron prender fuego su verdulería y se descompensó.

Todo indica, según las primeras investigaciones, que alguien arrojó un artefacto explosivo, una bomba molotov, por la ventana del negocio. Tras la descompensación, policías y bomberos trataron de reanimarlo, pero no pudieron.

La propagación del fuego fue detenida por los bomberos voluntarios, pero en el barrio se multiplicaron los reclamos frente a la demora del personal del Sistema Integrado de Emergencias Sanitarias.

+ MIRÁ MÁS: Pidieron prisión perpetua para el acusado por el femicidio de Karina Bustos

Algunos testigos afirmaron que tardaron una hora hasta que llegaron al lugar. En el negocio se vendían productos de almacén, panificación y verdulería. Se aguarda el resultado de las pericias para definir cómo sigue la investigación del principio de incendio.",,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid02oE5xk9Nn2gY7L3v8gNSSLzV8XtSzTwmEYapceRJ3osMGMnB2n11vJjCK66hMd867l,Robo,Robo menor ,Bajo del auto para entregar un pedido y se lo robaron ,Municipal,,,9/7/2022,ElDoceTv,Si,81,0,6,0,1,20,70,0,,38,20,236,"Después de robar el utilitario, el ladrón casi atropella a un peatón
Ocurrió en barrio Yofre Norte y todo quedó registrado. El delincuente se llevó el vehículo en 30 segundos. El video.","Bajó del auto para entregar un pedido en Córdoba y se lo robaron
Ocurrió en barrio Yofre Norte. El ladrón se llevó el vehículo en 30 segundos. El video.
Por: El DoceViernes 01 de Julio de 2022
Robo auto Yofre Norte Córdoba.
Después de robar el utilitario, el asaltante casi atropella a un peatón.
Un hombre fue víctima de un robo a plena luz del día en barrio Yofre Norte de Córdoba capital. Durante la mañana de este viernes descargaba un pedido de pescados cuando un ladrón se llevó su camioneta en menos de 30 segundos.

Marcelo Zapata, víctima del hecho, contó en Telenoche: “Estábamos en la calle Altolaguirre. Como es angosta y muy transitada no habíamos sacado la llave porque era rápido lo que hacíamos”.

El robo quedó registrado en una cámara de seguridad de la zona. Allí se ve como el asaltante pasa caminando dos veces frente al utilitario. Tras corroborar que no estaban los dueños, se sube y comienza a circular. Casi atropella a un peatón.

+ MIRÁ MÁS: Destrozaron una sala cuna: “Se robaron hasta la garrafa”

“Vamos a ver cómo seguimos porque es la herramienta de trabajo con la que repartimos todos los días”, se lamentó.

+ VIDEO: el momento del robo y la palabra de la víctima:

",,
Seguridad,,https://www.facebook.com/watch/?v=1106877436892300,Robo,Robo menor ,Desvalijan dos casas en el interior de Córdoba,Provincial,,,10/7/2022,ElDoceTv,Si,90,0,7,0,1,30,92,1,,49,32,302,"Desvalijaron dos casas vecinas en el interior cordobés: “Antes de irse hicieron caca y pis”
Ambos robos ocurrieron en cuestión de horas en la localidad de Villa Ciudad de América. Las damnificadas expresaron su indignación.",,,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid032mR54J326QxRmBHwx9VNUytFy6JBX5FXhWAwLTjeAnsZqyXy2WckfcBM37fTkZysl,Robo,Robo menor ,Roban la moto de alta gama a un juez provincial,Municipal,,,10/7/2022,ElDoceTv,Si,570,7,135,0,190,11,15,1,,224,81,1234,"Robo, recupero y sospechas
Creen que pudo haber sido una maniobra intimidatoria tras una condena que dictó el día anterior contra un expolicía por estafas >> https://bit.ly/3RmW4Iq","Le robaron la moto de alta gama a un juez provincial: “Estamos siendo vigilados”
Horas antes del robo, el juez había condenado a un expolicía en el marco de la causa Adhemar.
Por: El DoceDomingo 10 de Julio de 2022
robaron-moto-juez-cordoba
La moto de alta gama fue encontrada por la Policía. (Foto: La Voz)
El robo de una motocicleta de alta gama a un juez provincial en Córdoba encendió las sospechas sobre una presunta acción intimidatoria tras una condena dictada el día anterior en el marco de la causa por estafas de la empresa Adhemar Capital.

Carlos Palacio Laje, juez de la Cámara 10ª en lo Criminal y Correccional, fue víctima del robo de su moto BMW GS 1200 alemana. El hecho ocurrió el sábado a la madrugada, cuando los ladrones ingresaron a su vivienda de barrio Villa Belgrano para llevarse únicamente el vehículo valuado en 35 mil dólares, aproximadamente.

Un día antes, el magistrado había sentenciado a un expolicía a dos años y medio de prisión en suspenso por encubrimiento por estafas, publicó La Voz este domingo.

+ MIRÁ MÁS: Encontró un violín en una parada de colectivos y busca a su dueña por las redes

El juez no descarta que el robo haya ocurrido como represalia a la condena o como una maniobra intimidatoria: “Me preocupa que la moto se guarda en el fondo del garaje, cubierta con una funda, por lo que no puede haber sido un robo al voleo. Tiene que haber habido un trabajo de inteligencia previo, y una importante logística para llevarse el vehículo. Creo que estamos siendo vigilados”.

La moto pesa más de 350 kilos y tiene un sistema de encendido electrónico de alta tecnología de seguridad. “A la moto tienen que haberla subido a otro vehículo, y tienen que haber sido cuatro o cinco personas, por el peso que tiene el aparato”, dijo Palacio Laje.

El magistrado dejó entrever sus sospechas: “El garaje se conecta con el resto de la vivienda, podrían haber ingresado fácilmente al resto de la casa. Les hubiera sido más fácil robar el auto, que estaba al lado”.

Recupero

Luego de una intensa búsqueda, la Policía encontró la moto a poco más de 3 kilómetros de la vivienda del juez: estaba en el asentamiento Hermana Sierra, cerca a pocas cuadras del Centro de Participación Vecinal nº3 de Argüello.

El rodado se encontraba vandalizado tenía los cables pelados, por lo que se presume que habían intentado hacerle un puente para encenderla. También le habían robado los espejos y algunos accesorios, como el baúl.

+ MIRÁ MÁS: Manchester City presentó a Julián Álvarez: con una frase conquistó a los hinchas

“Estoy en contacto con otros propietarios de motos similares y todos me dicen que no es normal que se las roben, porque son difíciles de desarmar o vender en el mercado negro. Sé que ha pasado en Buenos Aires, pero en Córdoba no conozco precedentes”, indicó.

“Me preocupa que podemos llegar a estar ante el desembarco en Córdoba de alguna banda que se dedique a robar estos vehículos de alta tecnología”, dijo al diario.",,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid0sG1rBUvC2h5kESakFrjFkS6quqb7pww6Z48MJASQqTCUzE74Rx9UaTgW6kUyLBYrl,Robo,Robo menor ,Bº Panamericano,Municipal,,,11/7/2022,ElDoceTv,Si,164,2,14,0,1,2,6,0,,12,20,221,"Doble robo en Córdoba
Ladrones se llevaron la camioneta de una colchonería y la caja fuerte de un local de cobro. Fueron detenidos cuando estaban por huir. Arriba Córdoba en el lugar del hecho.","Robaron la camioneta de una colchonería y la caja fuerte de un local de cobro: fueron detenidos
La Policía llegó mientras cargaban la recaudación al vehículo. Tienen importantes antecedentes. Ocurrió en barrio Panamericano.
Por: El DoceLunes 11 de Julio de 2022
Robo colchonería local de cobro Córdoba.
Robaron la caja fuerte con las herramientas que se llevaron de la colchonería.
Dos hombres fueron sorprendidos cuando robaban un local de cobro en barrio Panamericano de Córdoba capital. De allí sustrajeron con herramientas una caja de seguridad adonde se guarda la recaudación. 

La Policía llegó mientras intentaban cargarla a la camioneta de una colchonería. Emprendieron la fuga, chocaron con un cesto de basura y fueron detenidos. La caja fuerte quedó en la calle.

+ IMAGEN: el vehículo robado:



Los oficiales se dirigieron al domicilio que indicaba el ploteo de la camioneta y notaron que el ingreso había sido forzado.

+ MIRÁ MÁS: Le robaron la moto de alta gama a un juez provincial: “Estamos siendo vigilados”

“Estamos ante los primeros pasos de la investigación, pero todo indicaría que los elementos secuestrados pertenecen a la firma comercial que figura en la camioneta. De allí habían robado para luego ir al segundo lugar”, detalló el comisario mayor Roberto Orentani.

Los detenidos, de 36 y 37 años, tienen antecedentes penales. Fueron puestos a disposición de la Justicia.

+ VIDEO: Arriba Córdoba desde el lugar del hecho:

Play Video
¿TE GUSTÓ LA NOTA?
SI3NO1",,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid02M4ikd3T1RQm3WEr4n5hv69ynGa7oZ6ZHU6XRtBg6dSrYNqf84G7FsqcxrTRAfAaCl,Robo,Dos hombres y una mujer detenidos ,Bº Villa Urquiza,Municipal,,,11/7/2022,ElDoceTv,Si,394,7,88,0,7,7,19,0,,91,85,698,"Persecución y tres detenidos
El vehículo en el que se trasladaban tenía pedido de captura desde el mes de mayo. Fueron trasladados al hospital en condición de detenidos.","Chocaron dos casas y se dieron vuelta en el auto tras una persecución en Córdoba
Dos hombres y una mujer terminaron detenidos en barrio Villa Urquiza. El vehículo tenía pedido de captura y usaban herramientas para robar neumáticos.
Por: El DoceLunes 11 de Julio de 2022
persecucion-policial-cordoba
El Clio tenía pedido de captura desde mayo. Foto: Julieta Pelayo/ElDoce.
Una terrible persecución policial terminó con dos hombres y una mujer detenidos por la Policía en Córdoba.

Los tres se movilizaban en un auto robado y esquivaron un control en barrio Las Rosas, hasta ser capturados finalmente en la calle Igualdad al 4200, en barrio Villa Urquiza. La Policía montó un operativo cerrojo para dar con los ladrones.

Las personas aprehendidas son tres hermanos: dos jóvenes de 20 y 26 años y una chica de 25. En el final de la huida, chocaron el frente de dos viviendas, un poste de alumbrado público y se dieron vuelta en el vehículo.

+ MIRÁ MÁS: Video: fuertes granizos ocasionaron destrozos en Entre Ríos

A causa del choque, sufrieron varios golpes y debieron ser trasladados al Hospital de Urgencias en condición de detenidos. Por fortuna no hubo que lamentar víctimas fatales. Minutos antes del impacto, varios niños estaban jugando en una de las casas chocadas.



Según fuentes policiales, el Renault Clio en el que se trasladaban tenía pedido de captura de la Justicia desde mayo pasado. Creen que los tres estaban por cometer un robo en la zona.

En el baúl del vehículo, los oficiales encontraron una barreta, dos pinzas, un corta perno, un teléfono celular, entre otros elementos que usaban los delincuentes para robar neumáticos.

+ VIDEO: la persecusión en Córdoba:

",,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid0hCWGRPjFuigtF2CyLjSELekCYPXWzGCdCdUc9wwAYwUogxiFBeM7TUiXVAgVUKJUl,Robo,Robo menor ,Roban más de un millón de pesos,Municipal,,,11/7/2022,ElDoceTv,Si,158,0,12,0,0,17,83,0,,38,37,345,"Robo millonario
Delincuentes revolvieron la casa hasta encontrar el dinero. Además, se llevaron accesorios, alhajas y joyas. ""Era la recaudación de la carnicería"", reveló una de las víctimas.","Robaron más de un millón de pesos en cheques y miles de dólares en Monte Cristo
Ladrones aprovecharon que una familia no estaba en su casa y se llevaron gran cantidad de dinero y demás elementos. ""Siento mucha impotencia. Hay que volver a salir y demostrar que, con fuerza y ganas, se puede"", aseguró una de las víctimas.
Por: El DoceLunes 11 de Julio de 2022
robo monte cristo
El robo ocurrió mientras la familia no estaba en la casa. Foto: Julieta Pelayo/El Doce.
Una familia de Monte Cristo sufrió un robo millonario mientras se encontraba en una reunión. Uno de los hijos, Emmanuel Catube, recibió en su hogar a Telenoche y relató la situación: ""Estábamos en un encuentro familiar. Mi hermano fue el primero que se volvió a la casa, tipo 1.30. Se asustó porque estaban las luces prendidas de la casa y llamó a la Policía"".

+ MIRÁ MÁS: Chocaron dos casas y se dieron vuelta en el auto tras una persecución en Córdoba

También develó que los delincuentes revolvieron todas las habitaciones, pero que el mayor desorden quedó en el cuarto de sus padres. 

""Han venido directamente a buscar dinero y lo encontraron. Estamos hablando de un millón y medio en cheques, 200 mil en efectivo. Era la recaudación de la carnicería, además de 8 mil dólares que fuimos ahorrando de a poco"", reveló. Los ladrones se llevaron relojes, alhajas, algunos accesorios y mochilas.

A pesar de la bronca por el hecho delictivo, Emmanuel expresó: ""Siento mucha impotencia. Todo lo que tenemos es producto del esfuerzo y el sacrificio que viene de mis abuelos. Hay que ponerle fuerza, volver a salir y demostrar que, con fuerza y ganas, se puede"".

+ VIDEO: Robo millonario en Montecristo:

",,
Seguridad,,https://www.instagram.com/p/Cf4pE55JSdo/,Robo,Robo mayor,Un ex comisario baleó a los ladrones,Nacional,,,11/7/2022,Instagram-Cadena3,Si,,,,,,,,,3779,448,,4227,"NO SERÁ IMPUTADO, POR CONSIDERARSE ""LEGÍTIMA DEFENSA"" ⚖️
Los hombres disparados se encuentran internados, uno en grave estado 🚑

Ocurrió en la mencionada ciudad bonaerense, cuando quisieron robarle su camioneta al ex comisario.

El hombre, de 66 años, fue sorprendido el viernes por la tarde en la intersección de la avenida Eva Perón y la calle 130. Al visualizarlos, forcejeó con ellos hasta que les disparó, lo que motivó que los asaltantes huyeran por separado.

El delincuente que se encuentra en una situación delicada tiene 24 años y está en grave estado en terapia intensiva por una herida de arma de fuego en el abdomen, en el Hospital Zonal General de Agudos ""Doctor Eduardo Wilde"".

En tanto, el otro delincuente es menor de edad (17) y su cuadro es más favorable: permanece fuera de peligro en el Hospital Interzonal General Agudos Presidente Perón con una herida de arma de fuego en el maxilar izquierdo con orificio de entrada.

El ex comisario no será imputado, según fuentes judiciales, ya que “fue una legítima defensa perfecta” ",,,
Seguridad,,https://www.instagram.com/p/Cf5Jxt0sCnB/,Robo,Robo mayor,Mató de un escopetazo al ladrón,Nacional,,,11/7/2022,Instagram-Cadena3,Si,,,,,,,,,1297,107,,1404,"INSEGIRIDAD EN BUENOS AIRES ⭕
El dueño de una pequeña empresa de camiones mató este lunes de un escopetazo en el pecho a uno de los al menos tres delincuentes armados que haciéndose pasar por policías quisieron asaltarlo y con los que se tiroteó en su casa de la localidad bonaerense de Villa Astolfi, partido de Pilar, aunque resultó herido, informaron fuentes policiales y judiciales.

🎙️Los investigadores creen que, en principio, es un caso de legítima defensa, por lo que la fiscalía no adoptó temperamento con la víctima del asalto, que terminó herida con balazo en un brazo, e intentaban esta tarde identificar al ladrón muerto, que es un hombre de aproximadamente 45 años.

El hecho ocurrió alrededor de las 5.30 de este lunes en una propiedad ubicada sobre de Ruta 25 (avenida Dardo Rocha) y Lago Mascardi, de Villa Astolfi, partido de Pilar, en el norte del conurbano bonaerense.",,,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid02Xzo64CihDWhZR9oYkjLiZxgaofyCG746rdjF6oFmZWi54uVJcySkcpr7scyZBG3bl,Robo,Robo menor ,Se colgó del alumbrado público para robar luces led,Municipal,,,12/7/2022,ElDoceTv,Si,319,6,115,0,198,16,320,0,,367,228,1569,"Una práctica muy peligrosa
El delincuente escaló los más de 7 metros del poste y en cuestión de minutos robó las luces. Ocurrió en un barrio de la zona sur de la ciudad de Córdoba.","Insólito: se colgó al poste de alumbrado público para robar las luces led
El increíble episodio ocurrió en barrio San Lucas, en la zona sur de la ciudad de Córdoba. Un vecino captó la imagen en el momento justo.
Por: El DoceMartes 12 de Julio de 2022
robo-luces-barrio-san-lucas
Un vecino de la cuadra captó el momento.
La imagen es elocuente y habla por sí sola. Desde la ventana de su casa, un vecino de la zona sur de la ciudad de Córdoba registró el momento exacto en que un joven robaba las luces de un poste de la vía pública.

Sin embargo, el delincuente usó una práctica poco común y muy peligrosa. Escaló el poste de más de siete metros de alto y, colgado boca abajo, se llevó las luces led del alumbrado público.

El hecho ocurrió este martes pasadas las 11 en la calle 19 de barrio San Lucas, ubicado luego de El Quebracho. Como si nada pasara, el joven demoró apenas un par de minutos en subir, sacar las bombillas y bajar nuevamente.

+ MIRÁ MÁS: Encontró un violín en una parada de colectivos y busca a su dueña por las redes

En diálogo con ElDoce.tv, un vecino de la cuadra reveló que ""no es la primera vez que pasa"". Varios ya han visto a otros ladrones subirse a los postes de luz, además de los frecuentes robos de cables y otros elementos similares.

""Acá se vive en un amplio abandono. Estas cosas ocurren casi a diario. Es una zona de bajos recursos y de gente con muchas necesidades"", contó Ezequiel. 

Además, el vecino aprovechó para remarcar ""la falta de presencia policial"". Según narró, ""hay un solo patrullero para toda la zona que comprende los barrios San Lucas, El Quebracho y Coronel Olmedo"". 

",,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid09RuvcT7x91sXDPdevdu5KQtG5ReQkNMjmatt3zKWiauPpxQ8ng8hcWaHRqyPWcFvl,Robo,Robo menor ,Simuló ser de una empresa de agua y robó un dispenser,Municipal,,,12/7/2022,ElDoceTv,Si,35,0,10,0,53,0,21,0,,33,11,163,"Una llamativa modalidad delictiva
El video del robo denunciado en una escribanía del barrio Cerro de las Rosas. El ladrón se hizo pasar por aguatero.","Video: simuló ser de una empresa de agua y robó un dispenser
El llamativo hecho ocurrió en una escribanía del barrio Cerro de las Rosas. ""Entró con total impunidad"", declaró un familiar de la dueña del lugar.
Por: El DoceMartes 12 de Julio de 2022
robo dispenser agua cordoba
El robo sucedió en un local del barrio Cerro de las Rosas.
El accionar delictivo no deja de sorprender en Córdoba. Este martes denunciaron que un hombre se hizo pasar por empleado de una empresa de agua y terminó robándose un dispenser.

Ocurrió minutos antes de las 15.30 en una escribanía ubicada en Rafael Núñez y Pettoruti, en el barrio Cerro de las Rosas. Atendían al público cuando el sujeto se presentó simulando ser aguatero.

""Entró con total impunidad y fue en busca del dispenser"", relató a ElDoce.tv un familiar de la dueña de la oficina. ""Lo llamativo es la tranquilidad con la que actuó"", agregó.

+ MIRÁ MÁS: Insólito: se colgó al poste de alumbrado público para robar las luces led

Explicó que se comunicaron con la empresa que les provee el agua y negaron haber enviado algún empleado al lugar.

Las cámaras de las oficinas registraron el momento del hecho. El hombre, vestido con un buzo claro, ingresó en un momento y conversó con la mujer que atendía en la escribanía diciéndole que iba a cambiar el dispenser.

Finalmente regresa con una gorra y anteojos para retirar el dispositivo sin levantar ningún tipo de sospecha. La modalidad delictiva generó preocupación entre comerciantes del sector.

+ VIDEO: el momento del llamativo robo:

",,
Seguridad,,https://www.facebook.com/eldocetv/posts/pfbid0PNqF3cScaAEakYPXo1cdmU4EyHkzHTr1qornN6a1kk6WiVLRNuWgUJ84tSvpseH7l,Robo,Robo menor ,,Municipal,,,12/7/2022,ElDoceTv,Si,60,0,7,0,1,22,69,0,,30,13,202,"Impotencia total
Los delincuentes volvieron a perjudicar a esta familia de Nuestro Hogar II. Además, les envían mensajes hostiles por haber reportado el robo anterior. ""Me dijeron que no jodiera con la Policía diciendo que el barrio es feo"", afirmó la madre.","Les robaron, denunciaron el hecho y ahora les quemaron un galpón: “Recibimos amenazas”
La familia de Rosa, la chica que festejó sus 15 años con un vestido que le regaló Benito Fernández, sufrió el incendio de un depósito pegado a su casa. ""Habíamos comprado insumos para poder levantar una pieza y no nos quedó nada"", expresó el padre.
Por: El DoceMartes 12 de Julio de 2022
nuestro hogar 2
La desazón de la familia ante un nuevo hecho de inseguridad. Foto: Néstor Ghino/El Doce.
Después de recibir ayuda para festejar su cumpleaños, Rosa pudo celebrar su fiesta de 15 el sábado pasado. Su historia cobró trascendencia porque le habían robado los elementos para el evento, entre ellos, el vestido. El diseñador Benito Fernández fue uno de los que colaboró y donó una de sus obras para que la adolescente luciera.

Sin embargo, las malas noticias volvieron a aparecer en esta casa de barrio Nuestro Hogar II. En la noche del lunes, le quemaron un pequeño galpón que está pegado a la humilde vivienda. Además, esa misma tarde le habían prendido fuego un campo aledaño, que fue sofocado por los Bomberos.

La teoría que maneja la familia es que los delincuentes se tomaron ""revancha"" con la ellos después de la denuncia de robo y la exposición mediática del caso. ""No sé qué es lo que buscan, qué es lo que quieren. No entendemos qué es lo que pasa"", expresó Paola, la madre de Rosa.

+ MIRÁ MÁS: Córdoba: un pasajero atacó a cuchillazos a otros dos en un colectivo

Y agregó: ""Recibí amenazas en el mercado y en mi celular. Me dijeron que no jodiera con la Policía diciendo que el barrio es feo"". Cabe recordar que la mujer vende pan casero en el Mercado de Abasto, ubicado a pocas cuadras de su vivienda.

Después, opinó que los que robaron las cosas de la fiesta fueron los mismos que produjeron el incendio en el galpón. ""Me quemaron todo lo que tenía guardado ahí, los recuerdos de Rosa, el lavarropas, el secarropas, la bici de mi hija"", reveló. Además, expresó que también se consumieron algunos insumos que estaban destinados para la construcción de una pieza.

Por su parte, el padre de familia, Horacio, manifestó su desconsuelo ante la situación: ""Habíamos comprado cemento para para poder levantar la pieza y no nos quedó nada. Habrá que seguir trabajando para comprar las cosas"".

+ VIDEO: El testimonio de la familia damnificada:

Play Video
 

 

 ",,
